iter,outcome,term,estimate,p
988,GD,coherence,0.0,
989,FFD,entropy,0.0,
989,FFD,curvature,0.0,
989,FFD,coherence,0.0,
989,GD,entropy,0.0,
989,GD,curvature,0.0,
989,GD,coherence,0.0,
990,FFD,entropy,0.0,
990,FFD,curvature,0.0,
990,FFD,coherence,0.0,
990,GD,entropy,0.0,
990,GD,curvature,0.0,
990,GD,coherence,0.0,
991,FFD,entropy,0.0,
991,FFD,curvature,0.0,
991,FFD,coherence,0.0,
991,GD,entropy,0.0,
991,GD,curvature,0.0,
991,GD,coherence,0.0,
992,FFD,entropy,0.0,
992,FFD,curvature,0.0,
992,FFD,coherence,0.0,
992,GD,entropy,0.0,
992,GD,curvature,0.0,
992,GD,coherence,0.0,
993,FFD,entropy,0.0,
993,FFD,curvature,0.0,
993,FFD,coherence,0.0,
993,GD,entropy,0.0,
993,GD,curvature,0.0,
993,GD,coherence,0.0,
994,FFD,entropy,0.0,
994,FFD,curvature,0.0,
994,FFD,coherence,0.0,
994,GD,entropy,0.0,
994,GD,curvature,0.0,
994,GD,coherence,0.0,
995,FFD,entropy,0.0,
995,FFD,curvature,0.0,
995,FFD,coherence,0.0,
995,GD,entropy,0.0,
995,GD,curvature,0.0,
995,GD,coherence,0.0,
996,FFD,entropy,0.0,
996,FFD,curvature,0.0,
996,FFD,coherence,0.0,
996,GD,entropy,0.0,
996,GD,curvature,0.0,
996,GD,coherence,0.0,
997,FFD,entropy,0.0,
997,FFD,curvature,0.0,
997,FFD,coherence,0.0,
997,GD,entropy,0.0,
997,GD,curvature,0.0,
997,GD,coherence,0.0,
998,FFD,entropy,0.0,
998,FFD,curvature,0.0,
998,FFD,coherence,0.0,
998,GD,entropy,0.0,
998,GD,curvature,0.0,
998,GD,coherence,0.0,
999,FFD,entropy,0.0,
999,FFD,curvature,0.0,
999,FFD,coherence,0.0,
999,GD,entropy,0.0,
999,GD,curvature,0.0,
999,GD,coherence,0.0,
